ref:FR:prix-carburants,brand,name,operator,branch
25120001,,Station Libre-service,,
69460004,Carrefour Contact,Carrefour Contact,,
42420001,Carrefour,Carrefour,,
38260002,,,Total Energies,
6300018,Total Access,Total Access,,
38400005,Esso Express,Esso Express,Esso Express,
68460001,Total,Relais de Lutterbach,,
70190004,Intermarché,Intermarché,,
37000007,Carrefour Market,Carrefour Market,,
24240003,Carrefour Contact,Carrefour Contact,Carrefour Contact,
35500004,E.Leclerc,Station Service E.Leclerc,,
69800010,Carrefour Market,Station Carrefour Market Saint-Priest,Carrefour Market,
14500005,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
74970001,Système U,Station U,,
38570003,,Netto,,
35250001,Super U,,,
1160003,,,Groupement des Mousquetaires,
64103001,E.Leclerc,E. Leclerc,,
69220005,Avia,Avia,,
69210005,Super U,,,
95270002,E.Leclerc,Station Service,Carrefour,
62220002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
72200004,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
41110001,Super U,Super U,Super U,
52300002,Super U,Super U,Super U,
64500005,E.Leclerc,E. Leclerc,E. Leclerc,
73170001,Carrefour Market,Carrefour Market,Carrefour,
74420001,Avia,Station de la Vallée Verte,Avia,
25300013,Intermarché,Intermarché,Intermarché,
44220005,Carrefour,Carrefour,Carrefour,
19100010,Intermarché,Intermarché,,
10000020,Total Access,Total Access,Total,
51067001,Carrefour,Carrefour Cernay,,
76580002,Carrefour,Carrefour,,
44190007,Intermarché,Intermarché,,
50500003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
13680004,Intermarché,Intermarché,,
13120003,Intermarché,Intermarché,Groupement des Mousquetaires,
75018014,Total,Relais Saint-Ouen Bichat,,
32600002,Carrefour Market,Carrefour Market,,
42500001,Carrefour Market,Carrefour Market,,
60310001,E.Leclerc,Station Service E. Leclerc,,
57150006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
20090007,Vito,Vito,,
41600006,Total,,,
60160003,Total Access,Relais Montataire,Total,
50000006,Carrefour Contact,Carrefour Contact,,
86100013,Esso,Esso,Esso,
83130005,Netto,Netto,,
60590001,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
19120001,Intermarché,Intermarché,,
19160001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
57230003,Intermarché,Station-service Intermarché,Intermarché Super Bitche,
42440004,Intermarché,Intermarché Super,Groupement des Mousquetaires,
68150003,E.Leclerc,E. Leclerc,E. Leclerc,
10500002,Intermarché,Intermarché,,
6330002,Intermarché,Intermarché,Intermarché,
50270002,Carrefour,Carrefour,Carrefour,
62740001,Total,Total,,
83250007,Intermarché,Station Intermarché,,
73110002,Carrefour,Carrefour,,
76800002,Esso,Esso,Esso,
53230003,Carrefour,Carrefour Contact,,
95472001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
77195001,Carrefour,Carrefour,Carrefour,
35360001,Intermarché,Intermarché,Groupement des Mousquetaires,
89380001,,Avia Xpress,,
3400006,Fulli,Aire du Bourbonnais,Fulli,
25410002,Super U,Super U,,
74250003,Avia,Avia,,
76480001,Total,Total,,
73340002,,Les Aillons,,
77170013,Total,Total Access,Total,
61302001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
89300002,Intermarché,Intermarché,Groupement des Mousquetaires,
23220001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
77330003,E. Leclerc,E. Leclerc,Groupe E. Leclerc,
29690002,Intermarché,Station Intermarché,,
61200008,Avia,Avia,,
56890001,Carrefour Contact,Carrefour Contact,,
84150001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
11000007,E.Leclerc,Station Service E. Leclerc,Leclerc,
35140001,Carrefour Market,Carrefour Market,,
35340003,Intermarché,Intermarché Contact,,
44590001,Super U,Super U,Super U,
78800004,Esso Express,Esso Express,,
48000005,Total,Total,Total,
30900002,Carrefour,Station Service Carrefour,Carrefour,
48130001,Auchan,,,
69330002,Carrefour Market,Carrefour Market,,
59350002,Avia,Avia,Avia,
54204001,E.Leclerc,Station service E. Leclerc,E. Leclerc,
87410002,Super U,,,
44230004,Intermarché,Intermarché,Les Mousquetaires,
57650001,Système U,Station U,,
54270001,,Cora,Cora,
41000020,Carrefour,Carrefour,,
12490001,,Station Suau Michel,,
35400010,Total Access,Total Access,,
24300004,Intermarché,Intermarché Super,Groupement des Mousquetaires,
34500026,Total,,Total Access,
27140002,Carrefour Market,Carrefour Market,,
68270002,Esso,Esso,,
74300003,Esso,Esso,,
91814001,Carrefour,Carrefour,,
76680004,Total Access,Relais Du Bosc-mesnil,,
65100005,E. Leclerc,E. Leclerc,,
54000011,Total,Total Tiercelins,,
95300004,,,Total,
54110002,Esso Express,Esso Express,,
27940003,Intermarché,Intermarché,Intermarché,
57400005,Esso Express,Esso Express,Esso,
94700008,Total,Total,Total,Du Fort
68600002,Intermarché,Intermarché,,
10150001,Esso Express,Esso Express,Esso,
64300005,Super U,Super U,,
25300012,Guinchard Jacquin,,Sarl Guinchard Jacquin,
38130002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
74100005,Esso,Esso,,
20600014,Vito,Vito,,
3430001,Carrefour,Market,Carrefour,
40230004,E.Leclerc,E. Leclerc,,
40000007,Intermarché,Intermarché,,
35800002,Avia,,Brétéché,
42510007,Avia,,,
59720001,Auchan,Station Service C. C. Auchan,Auchan,
31810002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
34500025,Total,Total,,
35470001,E.Leclerc,E. Leclerc,Dacar,
12400002,Total Contact,,Total,
24107001,E.Leclerc,Station Service E.Leclerc,,
35205001,La Station U,La Station U,Lomajac,
71500004,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
21500005,Intermarché,Intermarché,Groupement des Mousquetaires,
29880002,Intermarché,Intermarché,Groupement des Mousquetaires,
58640001,Intermarché,Intermarché,Intermarché,
56250004,Total,Station Total Access,,
18000017,Total Access,Relais Total des Prés-le-Roi,Total,
91620001,Carrefour,C. C. Carrefour,Carrefour,
42800003,Intermarché,Intermarché,,
27110002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
34140001,Carrefour,Carrefour,Carrefour,
91100019,Esso,Esso,,
68500002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
46500003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
29280003,Intermarché,Intermarché,Groupement des Mousquetaires,
35500008,Intermarché,Intermarché,Groupement des Mousquetaires,
30250001,Intermarché,Intermarché,Groupement des Mousquetaires,
51100047,Total Access,Relais du Rouillat,Total,
22140002,Intermarché,Intermarché,Groupement des Mousquetaires,
34070004,Auchan,Auchan Supermarché,,
19100011,E.Leclerc,Station Service E. Leclerc,,
20538001,Vito,Vito,,
21320001,Super U,Super U,,
34570002,Système U,Super U,,
34500027,Total,Total Access,Total,
34070012,Dyneff,Dyneff,,
35230004,Intermarché,Intermarché,,
44380007,Intermarché,Station Intermarché,Intermarché,
78370002,Auchan,Auchan,Auchan,
28300004,Intermarché,Intermarché,Groupement des Mousquetaires,
35490003,Intermarché,Intermarché,Groupement des Mousquetaires,
27120002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
60680003,AS 24,AS 24,,
60680003,Total Access,Total Access,,
37270001,Système U,Station U,,
72610001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
62000014,Total,Total,Total,
59223004,Total Access,Total Access,,
76610002,Esso Express,Esso Express,esso,
76510001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
80850001,Intermarché,Intermarché,,
76370004,E.Leclerc,,,
54280003,Total Access,Relais Seichamps,,
37130001,Carrefour,,Carrefour,
9300008,Carrefour,Carrefour,,
44630002,Carrefour,Carrefour Contact,,
34500023,Intermarché,Intermarché,,
25500001,,,Cyprien Rognon,
25500001,BP,BP,Cyprien Rognon,
70200005,,,Groupe des Mousquetaires,
44470002,Station U,Station U,,
35730001,U,Station Super U,,
54500005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
62920001,Total Access,SARL Delabroy,SARL Delabroy,
80110002,Carrefour,,,
14230002,Intermarché,Intermarché,,
86380002,Carrefour,Carrefour Contact,,
77320002,Intermarché,Intermarché,Groupement des Mousquetaires,
21200001,Carrefour,Carrefour,Carrefour,
35300004,Total,,,
70400003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
60120005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
66420001,Montaner et Fils,Montaner et Fils,,
61100010,Intermarché,Intermarché,,
84700005,Total Access,Totalenergies,,
31410004,Intermarché,Intermarché,,
84700002,Esso Express,Esso Express,,
95180001,Carrefour Market,Carrefour Market,Carrefour Market,
91760001,Intermarché,Intermarché,Groupement des Mousquetaires,
64200006,E.Leclerc,E. Leclerc,,
26600007,Intermarché,Intermarché,,
45500001,Auchan,Auchan,,
44640002,Intermarché,Intermarché,,
37172001,Auchan,Auchan,,
37700004,E.Leclerc,Station Service E. Leclerc,,
3700004,E. Leclerc,Station-service E. Leclerc,E. Leclerc,
66240001,Intermarché,Intermarché,,
27220001,Carrefour Market,Carrefour Market,,
59200009,Avia,Avia,,
60140003,E. Leclerc,,E. Leclerc,
60000006,Esso Express,Esso Express,,
60290002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
62480001,Intermarché,Intermarché,,
60100007,Total,Station Total,Total,
60160002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
59160002,Carrefour,C. C. Carrefour,Carrefour,
40230001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
71200004,Intermarché,Intermarché,,
88300001,,Match,,
8400003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
91460008,Auchan,Auchan,,
22300006,Intermarché,Station Intermarché Ploubezre,Groupement des Mousquetaires,
56760003,Carrefour Market,,,
25530001,Carrefour,Carrefour Express,Carrefour Express,
92400020,Total Access,Total Access,Total,
58530001,Esso,Esso,,
89330001,Intermarché,Intermarché,Groupement des Mousquetaires,
34810001,Super U,,,
59221001,,,Carrefour,
21340001,Avia,Avia XPress,,
56230002,Total,Total,,
35150001,Super U,Station U,Super U,
59310006,Auchan,Auchan,,
6000028,Total,Total,Total,
34980002,Intermarché,Intermarché,Groupement des Mousquetaires,
72000021,Total Access,Total Access,,
81600004,E.Leclerc,Station Service E. Leclerc,,
59118001,Match,,Match,
60000011,Carrefour,Carrefour,,
44000001,Carrefour,Carrefour,Carrefour,
57450003,Auchan,Auchan Station Service,,
57804001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
62143002,E.Leclerc,E. Leclerc,E. Leclerc,
28100002,E.Leclerc,Station Service E. Leclerc,,
82110001,Intermarché,Intermarché,,
78790001,Carrefour Contact,Carrefour Contact,,
5130002,Intermarché,Intermarché,,
39230001,Maximarché,Maximarché,,
77127001,Carrefour,Carrefour,Groupe Carrefour,
25150005,Total Access,Station Services Total,,
61000002,Carrefour,Carrefour Alençon,Carrefour,
20218001,Vito,Vito,,
20213004,Vito,Vito,Vito,
20156001,Vito,Vito,,
20000002,Vito,Station Vito Amirauté,,
20100005,Vito,Vito,,
69490001,E. Leclerc,Station service E. Leclerc,E. Leclerc,
72470005,Intermarché,Intermarché Super,Groupement des Mousquetaires,
21110005,Intermarché,Intermarché Super,Groupement des Mousquetaires,
89340003,Intermarché,Intermarché,Groupement des Mousquetaires,
19100014,Esso,Esso,,
92000018,Total Access,Relais du Pont de Bezons,Total,
55100004,E.Leclerc,E. Leclerc,E. Leclerc,
62180002,Intermarché,Intermarché,Groupement des Mousquetaires,
33700020,Total,Relais de Pichey,,
93170002,TotalEnergies,TotalEnergies,TotalEnergies,
29200008,Carrefour,Carrefour,,
91310004,,,Auchan,
23230001,Carrefour,Carrefour Market,Carrefour,
10800003,Intermarché,Intermarché,Groupement des Mousquetaires,
35150003,Intermarché,Intermarché,SA Excelis,
11130001,Intermarché,Intermarché,,
38320002,Esso Express,Esso Express,Esso,
23008001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
88200006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
72000010,Total,Total,,
50570002,Carrefour,Carrefour,,
64140004,Intermarché,Intermarché Carburant,Station Marché,
55000004,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
54200012,Total,Total Porte de France,,
59176001,Intermarché,Intermarché,Groupement des Mousquetaires,
78120005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
50200001,Carrefour,Carrefour,Carrefour,
80500003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
89120003,Intermarché,Intermarché,,
49450001,U,Station service U,U,
91290007,Total Access,Total Access,,
82710003,Esso,Esso,,
30210001,Carrefour,Carrefour,,
34200012,Avia,,,
91230003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
51100002,Carrefour Market,Carrefour Market,,
46000007,Intermarché,Intermarché,,
35310002,Super U,Super U,,
54510001,Auchan,Auchan,,
45650001,Intermarché,Intermarché,Groupement des Mousquetaires,
64260005,Intermarché,Intermarché,,
74140002,,,Carrefour Market,
1500001,,,Carrefour,
3130002,Dyneff,Dyneff,,
31620002,Total,Total,,
35137001,E. Leclerc,E. Leclerc,Kermeleuc,
30240002,,Station Mon Plaisir,,
1120005,Intermarché,Intermarché,Groupement des Mousquetaires,
95340003,E. Leclerc,E. Leclerc,,
83690005,Independent,Station de la Baume,,
35135001,Intermarché,Intermarché,SA Dolem,
62630002,Esso,Esso,,
56410001,Intermarché,,,
73300001,Carrefour,Carrefour,,
35850003,Carrefour Market,Carrefour,Carrefour Market,
35600006,Elan,Elan,SARL Rouxel Garage,
35170001,Intermarché,Intermarché,Groupement des Mousquetaires,
95520001,Auchan,Auchan,Auchan,
69730002,E.Leclerc,Station E. Leclerc,,
35510005,Total,Total,Relais Cesson-Sévigné,
54121001,Total,Total Vandières,,
51303001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
38360001,Carrefour,,Carrefour,
37340002,Super U,Super U,Super U,
13340001,Carrefour,Carrefour,,
31340001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
50760001,Carrefour Contact,Carrefour Contact,,
57280003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
56260001,E.Leclerc,Station Service E. Leclerc - Larmor,E. Leclerc,
91190012,BP,BP,BP,
38420004,Total,Total,,
51460003,Intermarché,Intermarché,,
57970002,Intermarché,Intermarché,Groupement des Mousquetaires,
25250002,Intermarché,Intermarché,Groupement des Mousquetaires,
50710001,Carrefour,Carrefour,,
54600004,Intermarché,Intermarché,Intermarché,
31673001,Carrefour,Carrefour,,
77710001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
21200006,Intermarché,Intermarché,,
69803001,Auchan,Centre commercial Porte-des-Alpes,Auchan,
93380009,Total Access,Total Access,,
93350003,Total Access,Total Access,,
69830003,E.Leclerc,Station service E. Leclerc,E. Leclerc,
50400003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
54140001,Intermarché,Intermarché,Intermarché,
54390001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
76530003,Intermarché,Intermarché,Intermarché,
54320001,Super U,La Station U,Maxedis,
25640008,Intermarché,Intermarché,Intermarché,
59153001,Système U,Système U,,
63270002,Super U,Super U,,
22560001,Intermarché,Intermarché,Groupement des Mousquetaires,
89420003,Avia,Avia,Avia,
92140005,Esso Express,Esso Express,Esso,
65700002,Super U,Super U,,
25290001,Avia,Avia Xpress,Avia,
24600004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
30500002,Carrefour,Carrefour,,
28400002,E.Leclerc,Station Service E. Leclerc,,
26000008,Esso,Esso,Esso,
66660002,U,Station Super U,,
47160001,Elan,,,
44110003,E. Leclerc,,,
53102001,Système U,Système U,,
95600002,Esso Express,Esso Express,Esso,
51230001,Carrefour,Carrefour,,
57370003,E.Leclerc,E. Leclerc Express,Phaldis,
57410001,Super U,Station U,Super U,
2400001,Carrefour,Carrefour,Carrefour,
2400004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
2603001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
2130001,Super U,station U,,
37300009,E.Leclerc,E.Leclerc,,
35850001,La Station U,,,
91190011,Total Access,Station-service Total Access,,
8200005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
8320002,Intermarché,Intermarché,intermarché,
56870001,,,Carrefour,
22520001,Super U,Super U,Super U,
85603001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
14700004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
48170001,Total,Total,,
51303001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
86580002,Carrefour,Carrefour Contact,,
2100008,Esso,Esso,,
5200001,Super U,Super U,,
4100007,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
31700006,Intermarché,Intermarché,Groupement des Mousquetaires,
53200005,E.Leclerc,Station Service E. Leclerc,,
95100032,Total Access,Total Access,,
72100012,Total Access,Relais Le Mans Jean Mac,Total,
3120003,Intermarché,Intermarché,,
35400002,Total,Total,,
78150005,Système U,Système U,Super U,
69190001,Carrefour,,,
78120003,Carrefour,Carrefour,Carrefour,
78114001,Intermarché,Intermarché,,
65000007,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
64110004,E. Leclerc,E. Leclerc,,
72400006,E. Leclerc,,E. Leclerc,
2360001,Intermarché,Intermarché,,
84507001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
80110001,Total,,Total,
91660001,Intermarché,,Groupement des Mousquetaires,
89400003,E. Leclerc,,E. Leclerc,
78260001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
61600002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
50304001,E.Leclerc,E. Leclerc,,
13160002,Intermarché,Intermarché,Groupement des Mousquetaires,
76500004,Total Access,Relais Carnot,,
8320003,,Fioul Service,,
51400004,Intermarché,Intermarché,Groupement des Mousquetaires,
64300002,Total,Relais du Gave,Total,
47190001,Intermarché,Intermarché,,
34290001,U,Station Essence Super U,,
76420004,Carrefour,Carrefour Market,Apache Distribution SARL,
39150001,Super U,Super U,,
69220001,Carrefour,Carrefour Market,,
69610001,Intermarché,Intermarché,,
38460002,Carrefour,Carrefour Market,,
38260007,Intermarché,Intermarché,,
38140005,Intermarché,Intermarché,,
74140005,Intermarché,Intermarché,,
74230004,Intermarché,Intermarché,,
59210004,Intermarché,Intermarché,Groupement des Mousquetaires,
56700008,Intermarché,Intermarché,,
31190002,Netto,Netto,,
22400001,Carrefour,Carrefour Market,,
44410006,Intermarché,Intermarché,,
77950001,Carrefour,Station Service Carrefour Market,,
68580001,Intermarché,Intermarché,,
68320001,Total,Total,Grage Fuchs,
56150001,Carrefour,Carrefour Market,,
77440001,Intermarché,Intermarché,Intermaché,
42480001,,Granjon Combustibles,,
42300010,Dyneff,Dyneff,,
42290001,Carrefour,Carrefour,,
42260001,Intermarché,Intermarché,,
42210003,,Michalon,,
42153001,Carrefour,Carrefour Market,,
63290001,Total,Total,,
69970001,E. Leclerc,Station service E. Leclerc,E. Leclerc,
74140004,E.Leclerc,Station service E. Leclerc,E. Leclerc,
3100007,E. Leclerc,Station service E. Leclerc,E. Leclerc,
26140004,E. Leclerc,Station service E. Leclerc,E. Leclerc,
66450001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
59240001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
14800006,Carrefour,Carrefour,,
91490003,Intermarché,Intermarché,Groupement des Mousquetaires,
39150002,Avia,Avia,,
71620002,Total,Total,,
71480001,Système U,Station U,,
37800005,Intermarché,,Groupement des Mousquetaires,
18220001,Carrefour,,Carrefour Market,
71230002,Intermarché,Intermarché,,
71150002,Intermarché,Intermarché,,
21430003,Rousseau Carburant,Rousseau Carburant,Rousseau Carburant,
51120003,E.Leclerc,,E. Leclerc,
21120002,Eni,Eni,,
25350001,Super U,Super U,,
54610001,Avia,Avia,,
88500001,Carrefour,Carrefour,,
90200002,Intermarché,Intermarché,,
88190003,Auchan,Auchan,,
88300005,Intermarché,Intermarché,,
57100002,Carrefour,Carrefour,,
54290001,Carrefour,Carrefour Contact,,
54110001,,Match,,
54230002,Intermarché,Intermarché,,
27009001,,Cora,Cora,
39300001,Super U,Super U,,
71000009,E. Leclerc,,E. Leclerc,
38140001,Carrefour,,,
68130003,E. Leclerc,,E. Leclerc,
62510003,Intermarché,Intermarché,,
52200004,E.Leclerc,E. Leclerc,E. Leclerc,
52140003,Intermarché,Intermarché,,
55700005,Intermarché,Intermarché,Groupement des Mousquetaires,
51340003,Total,Total,,
51370003,Intermarché,Intermarché,,
51100033,Intermarché,Intermarché,,
51000005,Esso Express,Esso Express,,
62160001,Carrefour,Carrefour,,
62221001,Intermarché,Intermarché,,
80370002,,Coccinelle,,
78702001,E. Leclerc,Station Service E. Leclerc - Conflans,E. Leclerc,
76710001,Intermarché,Intermarché,,
60530003,Carrefour,Carrefour Market,,
60250003,Intermarché,Intermarché,,
60210002,Carrefour,Carrefour Market,,
94370005,Esso,Esso,,
4260002,,Le Relais de Rochecline,,
63210003,Carrefour,,,
72100001,,,Carrefour,
44230002,Super U,,,
38790003,Carrefour,Carrefour Contact,,
38510003,Intermarché,Intermarché,,
38460004,,Allarousse Combustibles,,
38470003,Total,Total,,
37420002,Total,Total,,
56800005,Intermarché,Intermarché,,
72016001,E. Leclerc,,E. Leclerc,
72700002,E. Leclerc,,,
57620002,Intermarché,Station-service Intermarché,Intermarché Contact Lemberg,
68320002,Carrefour,,,
13006005,Total,Total,Total,
88500007,Intermarché,Intermarché,,
89350001,,Maxi Marché,,
45260001,Intermarché,Intermarché,,
52100018,Shell,Shell,Shell,
13480002,E.Leclerc,Station Service E. Leclerc,S.A. Sodiplan,
77330004,Total,Total,Total,
76480002,Intermarché,Intermarché,,
95540002,Intermarché,Intermarché,Intermarché,
78600002,BP,BP,,
78300003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
78230002,Esso Express,Esso Express,Esso,
81100008,E.Leclerc,Station Service E. Leclerc - Castres,E. Leclerc,
54300006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
50510001,Intermarché,Intermarché,,
26000013,Intermarché,Intermarché,Groupement des Mousquetaires,
76120008,Total,Total,,
56500003,Intermarché,Intermarché,Intermarché,
22530001,Intermarché,Intermarché,,
22440002,Intermarché,Intermarché,Groupement des Mousquetaires,
44390001,Intermarché,Intermarché,Intermarché,
35340002,Intermarché,Intermarché,,
35610001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
72000015,Intermarché,Intermarché,,
61600003,Intermarché,Intermarché,Groupement des Mousquetaires,
13120001,Carrefour,,,
13320004,Esso Express,Esso Express,,
13430001,Intermarché,,Groupement des Mousquetaires,
66170001,,,Groupement des Mousquetaires,
9100006,,Station Service Intermarché,,
64320003,Super U,,,
64120001,Total,Total,SARL Restoyburu,
47400002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
40140002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
1540001,Carrefour,Carrefour,Carrefour Market,
69220007,Shell,Station Shell de Taponas,Shell,
42110001,,,Carrefour,
45220001,u express,u express,Super U,
28200005,Intermarché,Intermarché,Groupement des Mousquetaires,
56450002,Avia,Avia,Avia,
56420002,Total,,,
53061001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
56700004,E.Leclerc,E. Leclerc,,
77210001,Esso,Esso,,
10123001,Carrefour,Carrefour,Carrefour,
10800002,Intermarché,,Groupement des Mousquetaires,
57303001,,C. C. Cora,Cora,
51510002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
52300003,Intermarché,,Groupement des Mousquetaires,
27610001,Intermarché,,,
27300005,Intermarché,Intermarché,,
76230007,Intermarché,Intermarché,SA Montis,
77430001,Carrefour,Carrefour Market,,
45340001,Système U,Station U,,
45360005,,G20,,
77140003,Carrefour,Carrefour Market,,
12240002,Intermarché,Intermarché,,
36230002,Système U,U Express,,
59920001,Carrefour Market,,,
8000001,Carrefour,Carrefour,,
94100005,Carrefour Market,Carrefour Market,,
94500010,Total,Total Fouchette,Total,
94651002,BP,Station BP,BP,
91360003,Carrefour,Carrefour,Carrefour,
20137009,Vito,Vito,,
64150004,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
65800002,E. Leclerc,,E. Leclerc,
65100005,E. Leclerc,E. Leclerc,,
46130001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
47300003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
3410008,E.Leclerc,E. Leclerc,,
50600004,E.Leclerc,,E. Leclerc,
35400007,E.Leclerc,,,
10200002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
91170003,E. Leclerc,,E. Leclerc,
63200006,Carrefour,,,
21160005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
16700004,Intermarché,Intermarché,,
58300005,Intermarché,Intermarché,Groupement des Mousquetaires,
58180001,Carrefour,Station service Carrefour,Carrefour,
58270001,Intermarché,Intermarché,,
95390001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
78955001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
95500006,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
14600003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
62290001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
24110001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
41200003,E. Leclerc,E. Leclerc,,
33402001,E.Leclerc,Station Service E. Leclerc,Pacadis,
33500004,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
14250002,Carrefour,Carrefour,,
14200006,Système U,Station U,,
14100007,Intermarché,Intermarché,,
10160001,Intermarché,Intermarché,,
10180001,Intermarché,Intermarché,,
8800004,Carrefour,Carrefour,,
8190003,Carrefour,Carrefour,,
9700001,Intermarché,Intermarché,,
11200006,Intermarché,Intermarché,Groupement des Mousquetaires,
50560002,Système U,Station U,,
29800003,Intermarché,Intermarché,,
25800001,Super U,Super U,Super U,
25022001,Carrefour,Carrefour,Carrefour,
68360004,Total,Total,Total,
57930002,Total,Total,,
57600005,,Station-Service Cora,Cora,
15220002,Total,,CONSTANT AUTOMOBILES,
89120001,bi1,bi1,,
39220006,Intermarché,Intermarché,,
38200004,E. Leclerc,E. Leclerc,,
81300001,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
38200004,E. Leclerc,E. Leclerc,,
83170007,E. Leclerc,,E. Leclerc,
5000006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
72430002,Carrefour,Carrefour,,
72210001,Système U,Station U,,
72000003,Système U,Station U,,
72000002,Carrefour,Carrefour,,
18300001,Carrefour,Carrefour,,
18110001,Carrefour,Carrefour,,
18700001,Carrefour,Carrefour,,
54500004,Esso Express,Esso Express,Esso,
29120001,Système U,Station U,,
64220004,Carrefour,Carrefour,Carrefour Market,
64310001,Intermarché,Intermarché,,
81190002,,La Croix de Mille,,
29590001,Super U,Super U,,
59240002,Carrefour,Carrefour,,
69550003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
1110001,Carrefour,Station Service Carrefour Market,,
85190002,Total,Total,,
32190001,Carrefour,Carrefour,Carrefour,
91130003,Esso,Esso,Esso,
52100019,Shell,Shell,,
15290001,,Etablissements Lacombe,,
77100022,Total Access,Total Access,Elf,
77176001,Esso,Esso,,
19100001,Auchan,,,
33930002,Carrefour,Carrefour Contact,,
62970003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
57340003,Intermarché,Intermarché,,
12110002,Intermarché,Intermarché,,
24130003,Carrefour,Carrefour Express,,
47140001,Intermarché,Intermarché,,
53140001,U,,,
29300003,Intermarché,Intermarché,Groupement des Mousquetaires,
69200005,Esso Express,Esso Express,Esso,
70110001,Intermarché,Intermarché,,
42370003,Carrefour,Carrefour Market,,
76760003,Super U,La station U,,
76810002,Auchan,Auchan,,
