ref:FR:prix-carburants,brand,name,operator,branch
43220001,Carrefour Market,Carrefour Market,,
78430005,Total,Relais Total De Louveciennes,Total,
91490005,Total Access,Total Access,,
6240006,E.Leclerc,E. Leclerc,,
64170012,Eni,Eni,,
40660002,Système U,Station U,,
64220003,Intermarché,Intermarché,,
29880005,Carrefour Contact,Carrefour Contact,,
77400008,Intermarché,Intermarché,Groupement des Mousquetaires,
45140007,Total Access,Total Access,,
32230003,Système U,U Express,U Express,
94400003,Esso Express,Esso Express,Esso,
94500014,Esso,Esso,Esso,
12340002,Intermarché,Intermarché,Groupement des Mousquetaires,
74140006,bi1,Bi1 Station Service,,
12400007,Avia,Avia,,
77144001,Intermarché,Intermarché,Groupement des Mousquetaires,
44360007,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
91380009,BP,ESSO,,
11700008,Avia,Avia,Avia,
40100005,Intermarché,Intermarché Porte Sud,,
84200003,Independent,Station B. L'Hôte,,
89400002,Esso Express,Esso Express,,
37140001,Super U,La Station,Hyper U,
6190008,Total Access,TotalEnergies Access,Total,
5100009,E.Leclerc,Station Service E.Leclerc,,
24100008,Carrefour Market,Carrefour Market,Groupement des Mousquetaires,
80600006,E.Leclerc,E. Leclerc,,
40530001,Esso,Esso,Esso,
14210001,Intermarché,,,
23250001,F3C Energy,,,
64240003,E.Leclerc,Station-service AVIA,,
64240006,E.Leclerc,E. Leclerc,,
64240004,Avia,Avia,,
75015003,Esso,Esso,,
27200004,Avia,Avia,,
14740001,U Express,,,
27150004,TotalEnergies,TotalEnergies,,
48100003,Super U,Super U,,
14500008,Carrefour,Carrefour,,
6250011,Esso,Esso,,
38340013,Total,Total,,
38340012,Total Access,Total Access,Total,
52170001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
68880001,,Match,,
62170002,Carrefour,Carrefour Market Montreuil Campigneulles,Carrefour,
80350001,Auchan,C. C. Auchan,Auchan,
60650004,,,Groupement des Mousquetaires,
73150003,Avia,Avia,,
38540002,,AT.PG,,
59197001,,Match,,
80300001,Système U,Station U,,
62128010,BP,BP Aire de Wancourt Est - Camions,,
59730003,Super U,Super U,Groupement des Mousquetaires,
73000017,Super U,Super U,,
76440008,Carrefour,Carrefour,Carrefour,
19200007,Intermarché,Intermarché,,
26800002,Avia,Station Avia,Avia,
94130003,Total,Total,Total,
62400004,Total,Total,,
63190001,Carrefour Market,,,
27000007,Intermarché,Intermarché Super,Groupement des Mousquetaires,
12310002,Intermarché,Intermarché,,
62360004,Intermarché,Intermarché,Groupement des Mousquetaires,
93410002,Esso,Esso,,
92250002,Esso,Esso,,
83000010,Total Access,Relais Total du Champ de Mars,Total,
27300006,Total Access,Relais Total Access de Malbrouck,Total,
63000023,Total,Total,Total,
41400006,Esso,Station Esso Express,,
2480002,Carrefour,Carrefour,,
31660001,Système U,,,
63114003,Avia,Avia,Avia,
92240010,BP,BP,,
62400003,Carrefour,Carrefour,,
34540001,Carrefour,Carrefour,,
28420001,Total,Total Contact,,
77508002,Carrefour,Carrefour,,
29770003,Intermarché,Intermarché,,
56300001,Station U,,Super U,
78180011,Esso Express,Esso Express Montigny le Bretonneux,Esso Express,
75007003,Avia,Avia,,
62320001,Carrefour,Carrefour,,
7200007,Intermarché,Intermarché,Groupement des Mousquetaires,
70150001,,,Groupement des Mousquetaires,
45400001,Carrefour,Carrefour,Carrefour,
59470004,Total Access,Total Access,,
77480001,Avia,Avia,,
31400010,TotalEnergies,Total Demoiselles,TotalEnergies,
6156001,Carrefour Market,Carrefour market,,
60510001,Intermarché,Intermarché,Groupement des Mousquetaires,
40330001,Intermarché,Intermarché,,
59470003,Système U,Station U,,
62340001,Carrefour,Carrefour,,
87400005,Intermarché,Intermarché,,
91300020,Total Access,TotalEnergies,Total,
68370002,Intermarché,Intermarché,,
44170001,U,,,
94594002,TotalEnergies,TotalEnergies,,
74330002,Total,Total Contact,,
62310003,E.Leclerc,E.Leclerc,E.Leclerc,
57500002,,Match,,
69005002,Eni,Eni,Eni,
4200010,,Carburant Loti,,
24600003,Intermarché,Intermarché,Groupement des Mousquetaires,
78840004,Carrefour,,,
35240001,Système U,Station U,,
34560001,Spar,,Spar,
93160006,Intermarché,Intermarché,,
82000018,TotalEnergies,Total,Total,
73310002,Système U,Station U,,
59270003,Intermarché,Intermarché,,
76140001,Carrefour Market,Carrefour Market,,
60112002,Total,TotalEnergies,GARAGE CHAPRON,
44130001,Super U,Super U,Super U,
45140001,Auchan,Auchan,,
60200001,Auchan,Auchan,Auchan,
60800003,,,Carrefour,
80590002,Intermarché,Intermarché,,
21200003,Esso,Esso Beaune Sud,,
59231002,Intermarché,Intermarché,,
17540001,Elan,Elan,,
69160003,Esso Express,Esso Express Tassin la Demi-Lune,Esso Express,
46600005,Eni,Eni,Eni,
59194001,Intermarché,Intermarché,,
11700009,Intermarché,Intermarché,,
69420002,E. Leclerc,E. Leclerc,Leclerc,
25300002,Total Access,Total,Total,
31270003,Carrefour Market,Carrefour Market,,
3310002,Intermarché,Station Intermarché,,
31490001,Station U,Super U,Super U,
66500001,Super U,Super U,Super U,
6520001,Esso,Esso,Esso,
28000001,Carrefour,Carrefour,,
60360001,Carrefour,Carrefour,,
1300003,Intermarché,Intermarché,,
76150004,Total,Total,,
92340002,TotalEnergies,TotalEnergies relais du Panorama,TotalEnergies,
78280003,Total,Relais de Guyancourt,Total,
92200006,Esso,Esso,,
31120007,Intermarché,Intermarché,,
68313001,Carrefour,Station Carburant Carrefour,Carrefour,
41000005,Shell,Shell,Shell,
51390001,Shell,Station Shell,Shell,
39230003,Avia,Avia,,
31290007,Super U,Super U,Super U,
5240004,TotalEnergies,Relais du téléphérique,Total,
62215006,Carrefour Contact,,,
80100003,Carrefour Contact,Carrefour Contact,,
46230005,Carrefour Contact,Carrefour Contact,Carrefour,
87800004,Carrefour Contact,Carrefour Contact,,
14500001,Total,Station Total Vire,Total,
62130001,Total,,Total,
60300010,Total,Total,SEMAC,
35470004,Total,,Relais Total de Pomméniac,
37380004,Total,Total,Total,
56690004,Total Access,Relais de Nostang,Total,
68300002,Total,Station Total,Total,
60200011,Total,Total,Total,
94200008,Total,Total,Total,
51520002,Total,Relais Total Aire de Saint-Martin sur le Pré,Total,
13300002,Total,Station Total Le National,Total,
74600013,Total,Relais de la Ripaille,Total,
75015026,Total Access,Relais Total Du Pont Aval,Total,
95500010,Total Access,Les Tulipes,,
62260003,Total,Total,SAS DAVID COUSIN,
69360011,Total,Station Service Total Access,Total,
58150003,Total,Station Total,Total,
20189002,Total,Total Campo Dell'Oro,Total,
20240002,Total,Total,Total,
92200005,Total,Total,,
77130003,Total,,,
51140005,Total,Total,Total,
22302001,Total Access,Arcadie Lannion,Total,
63350002,Total,Total,Total,
34300002,Total,Total,Total,
44360008,Total,Total,,
95712003,Total,Total Relais du Cédre,,
62250011,Total,Total,,
89470004,Total Access,Total Access - Relais des Grandes Haies,Total,
91380010,Total,Total,,
11400004,Total,,,
75016017,Total,Total Porte Saint-Cloud,,
12800001,Total,,,
10260001,Total,,,
66510001,Total,Total,,
69220003,Total,Total,,
19300003,TotalEnergies,Total,,
12340001,Total,,,
69170004,Total Access,Total Access,,
12310001,Total,Garage Majorel,,
51300013,Total Access,Relais des Marvis,,
20000007,TotalEnergies,Total,Total,
19460002,Total Access,Total Access,,
46600003,Total,Total,Total,
59550002,Total,Total,,
75019015,Total,Total,,
45190001,Total,Total,,
69720004,Total,,,
46350002,Total,Total,,
20130002,Total,Total,,
75015025,Total,Total,Total,
35150004,Total Access,Jouzel,TotalEnergies,
12000014,Total,,,
44800007,Total,Total,Total,
18200002,Total,Total,,
94220004,Total,Relais Total de Conflans,,
38260004,Total,,Total,
21204001,Total,Total,Total,
44521001,Total,Total,,
63700007,Total,Total,,
22170004,Total,Total,Total,
33390001,Total,Total,,
44370003,Total,Total,,
2600005,Total,Station Service Total,Total,
86102001,Total Access,Total Access,Total,
78270002,Total,Total,,
78270002,Total,Total,,
41360003,Total,Total Contact,,
27460002,Total,Total,Total,
78180002,Total,,Total,
94140004,Total,Total Port Anglais,,
80480004,Total,Total,Total,
43170001,TotalEnergies,Total,,
29260002,Total,Total,Total,
86140001,Total,Total,,
77760002,Total Contact,Total contact,,
81400002,Total,,,
68701001,Total,Station Total,,
69850001,Total,Total,,
49220003,Total,Total,,
59242006,Total,,,
8190001,Total,Total,Total,
70400001,Total,Total,,
2420001,Total Contact,Total Contact,M. BELOT PASCAL,
62114002,Total,Total,,
62110004,Total Access,Total Access,,
59125003,Total,Total,,
38080006,Total,Relais L'Isle d'Abeau nord,Total,
68210001,Total,Total,,
55300002,Total,Total - Garage de l'Abbaye,,
57580001,Total,Total,Garage Ferry,
54450004,Total,Total,,
54670004,Total,Total Custines,,
2860001,Total,,,
3000004,Total,Total Contact,,
77350005,Total Access,Total Access,,
60640001,Total,Total,Renault,
24420001,Total,Total Contact,,
36200002,Total Access,Total Access,Total,
35490001,Total,Total Energies,,
56720001,Total,Total Contact,,
38850002,Total,Garage Henri Chaboud,,
49420002,Total,Total,,
53000005,Total,Total,,
30900018,Total,Total,,
40700001,Total,Total énergie,,
31860001,Total,Total,,
83136005,Total,Garage ACR,,
31470001,Total,Total,,
78660004,Total,Total,,
28400005,Total,Total Contact,,
33490002,Total,Total,,
20147001,Total,,,
47510001,Total,Total Excellium,SARL GARAGE DU CAOULET,
92110011,Total,,Total,
73420005,Total,Total,Total,
51120004,Total Access,Total Access,,
44400009,Total Access,Total Access,Total,
2000011,Total Access,Relais Champ du Roy,,
8270002,Total Access,Relais des Ardennes,,
69870002,Intermarché,Intermarché,,
41600004,Esso,Station Esso,Esso,
45120005,Avia,Avia,,
21210005,Total,Total,,
25370002,Intermarché,Intermarché,,
33260011,E.Leclerc,Station Service E. Leclerc,,
19290002,,Station-service de La Pierre Grosse,Commune de Sornac,
80230002,Intermarché,Intermarché,,
33610007,Shell,Shell,Shell,
81990002,Intermarché,Intermarché,Groupement des Mousquetaires,
16100006,Intermarché,Intermarché,Groupement des Mousquetaires,
27800001,Carrefour,Carrefour,,
34420003,Carrefour Market,Carrefour Market,,
22270001,Carrefour Express,Carrefour Express,,
43320003,Total,Total Contact,,
14960001,Carrefour Contact,Carrefour Contact,,
74800005,Carrefour,Carrefour Market,,
69160001,Auchan,Auchan,Auchan,
83480006,TotalEnergies,Total,Total,
83600020,Total,Total,Total,
35600004,Total,Total,,
31310002,,,carrefour contact,
94170004,Esso,Esso,Esso,
77144002,Total,Total,,
78110002,Esso,Station Esso les Ibis,,
37110002,Carrefour,Carrefour,,
75019016,TotalEnergies,TotalEnergies,,
88250001,Total,Total,,
14710001,,Station service Communale,,
46160002,,,Groupement des Mousquetaires,
24200006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
44580002,Independent,,,
12170004,Carrefour,Carrefour Market,,
19110001,Carrefour,Carrefour,,
47510002,Intermarché,Intermarché,,
70300004,,Station Maison du Pneu Mariotte,,
71160001,Total,Station Total,,
42600010,Avia,Avia,,
62901001,Carrefour,Carrefour,,
38370003,E.Leclerc,Station Service E. Leclerc,S.A.S. Clairdis,
49160004,Shell,Station Shell,Shell,
49160003,Shell,Station Shell,Shell,
92800008,Esso,Esso,,
25240001,bi1,bi1,,
65230002,Intermarché,,,
45250003,Super U,U Express,,
93300003,Esso,Esso,,
50600003,Total,Total Contact,,
81800004,Intermarché,Station Service Intermarché,,
17600003,Intermarché,Intermarché,,
25210002,Avia,Avia,,
53410001,Système U,Station U,,
42000019,Eni,Eni,,
83600013,E.Leclerc,E.Leclerc,E. Leclerc,
12290001,Total Access,Total Access,Garages Cluzel,
21000024,Intermarché,Intermarché,Intermarché,
35114002,Total,Total Énergies,,
44120007,Système U,Station U,,
50190001,Carrefour,Carrefour,,
94110004,Esso,Esso,Esso,
59650002,Match,Station Match,,
28000010,Total Access,Total Access,Total,
37100010,Total,Total,,
40000002,Carrefour,Carrefour,,
20248001,Total,,,
54340002,Avia,Avia,,
89420007,Esso,Esso,Ets Guillemeau,
45390002,Intermarché,Intermarché,Groupement des Mousquetaires,
62640002,TotalEnergies,Total,,
59113001,Carrefour Market,Carrefour Market,,
63430002,Total,Total,TOTAL,
62142001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
14670001,Super U,Station U,,
14730004,Dyneff,Dyneff,,
29620001,Système U,Station U,,
62190005,TotalEnergies,Total energies,Total Access,
83000006,Intermarché,Intermarché,Groupement des Mousquetaires,
92170002,Total,Total,,
31700004,Esso,Esso,Esso,
43500002,Super U,Super U,Super U,
20270003,TotalEnergies,TotalEnergies,Total,
34920001,Carrefour,Carrefour,,
12850001,Système U,Station U,,
22300005,Intermarché,Intermarché,Groupement des Mousquetaires,
77000013,Total Access,Relais La Rochette Melun,,
7800008,Carrefour,Carrefour,,
92390001,Esso,Esso,,
35120001,Carrefour Market,24/24,Carrefour,
40420003,Total,Total - Relais de l'Espourguillat,,
7110004,Carrefour,Station Service Carrefour,,
83170012,TotalEnergies,Total Relais Terrasses de Provence Centre VL,,
75015011,Esso Express,ESSO Express,,
35350004,,Halle de Bonaban,,
69200007,Esso,Esso,,
62881001,Carrefour,Carrefour,,
45800008,Total,Total,Total,
74700005,Total Access,Relais du Reposoir,,
40260009,TotalEnergies,Relais des Castets,TotalEnergies,
40260005,Intermarché,Intermarché,Intermarché,
62110001,Total,Total Contact,,
49000013,Total,TotalEnergies - Relais Baumettes A,Total,
16430005,Total Access,Relais Les Chauvauds,,
44100004,Avia,Avia,,
76430006,,,Total,
17410001,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
48300001,Carrefour,Carrefour,Carrefour,
95120002,Esso,Esso,Esso,
14980002,Carrefour,Carrefour,,
73330001,Super U,Hyper U,Système U,
23140003,TotalEnergies,TotalEnergies,Total,
30129003,Auchan,Auchan carburant,,
6800006,Eni,Eni,,
59760001,Auchan,Auchan,Auchan,
80000013,Total Access,Relais Amiens Port d'Aval,Total,
68170002,Intermarché,Intermarché,,
29190001,Intermarché,Intermarché,Intermarché,
10110001,Esso,Esso,,
69100001,Carrefour,Carrefour,Carrefour,
21210001,Avia,Avia,,
21800007,Système U,Station U,,
14500012,Intermarché,Intermarché,,
84230001,Super U,Super U,La Station U,
84270002,Carrefour,Carrefour,,
84550003,Carrefour,Carrefour,,
10270006,Total Access,Relais Troyes Fresnoy,Total,
10270007,Total,Total,,
1100004,Avia,Avia,,
62700001,Carrefour,Carrefour - Bruay La Buissière,,
36400001,Super U,Super U,Super U,
59610004,TotalEnergies,Total Access,Total,
59000016,Total,Total Relai Esquermes,,
11540001,TotalEnergies,TotalEnergies,,
94100011,BP,BP,,
44000006,Intermarché,Intermarché,Les Mousquetaires,
13011003,Shell,Shell,Shell,
21000010,Esso,Esso,Esso,
62120014,Shell,Shell,Shell,
17250002,Carrefour,Carrefour Market,,
78920004,Esso,Esso,Esso,
80000012,,,Groupement des Mousquetaires,
42150001,Carrefour,,Carrefour,
95140001,Carrefour,Carrefour,Cora,
35260002,Super U,Super U,Super U,
7170003,Intermarché,Station Intermarché,,
69260012,Eni,Eni,ENI,
14440001,Total,Total,Total,
62780004,TotalEnergies,TotalEnergies,,
46100002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
31130003,Esso Express,Esso Express Balma,Esso,
80130003,Intermarché,Intermarché,Groupement des Mousquetaires,
38490005,Intermarché,Intermarché Station,,
11400002,Dyneff,,,
74240001,Intermarché,,,
74520009,Total,Total Aire de Valleiry Nord,,
3500006,Total,Relais Total des Beaumenus,Total,
45800001,Auchan,Auchan Station Service,Auchan,
87510001,,La Station U,,
50140001,Carrefour,Carrefour,,
62300012,Total,Total,,
31250001,Total,,,
31440002,Intermarché,Intermarché,,
12100010,,Servifioul,,
68240003,Intermarché,Intermarché,,
5400004,Carrefour,Carrefour Market,,
31500013,Carrefour,Carrefour,,
34690010,Avia,Avia,,
40140001,Elan,Elan,,
6600024,Total Access,Total Access,Total,
8000007,Intermarché,Intermarché,,
29450001,La Station U,La Station U,,
67170006,Intermarché,Intermarché,,
62137001,Esso,TotalEnergies Access - STATION DES PRINCES,,
38660001,Total,Station Service Total,Total,
74350005,Système U,Système U,,
95470008,,,Shell,
14440002,Système U,Station U,Magasins U,
53170001,U,U La Station,U,
30170001,Super U,Super U,Super U,
21400002,TotalEnergies,Total,Total,
75007004,Total,Total,,
1700003,Esso,Esso Express Les Échets,Esso,
68250004,Total Access,Relais Total de Rouffach,,
64170005,E.Leclerc,E. Leclerc,,
87600004,E.Leclerc,Station-service Intermarché Super Rochechouart,ITM ALIMENTAIRE INTERNATIONAL,
67230006,Total,Total,Total,
91510002,Intermarché,,Groupement des Mousquetaires,
55000003,Avia,Avia,SAS Génin,
71700001,Carrefour,Carrefour,,
34120002,TotalEnergies,Total,Total,
19170001,TotalEnergies,Total,Total,
7120001,Station U,,Super U,
59650013,Total Access,Total Access,Total,
38210003,Avia,Station de la plaine,,
62161001,Carrefour,Carrefour Market,,
69004016,Eni,Eni,Agip,
45500007,E.Leclerc,Station Service E.Leclerc,,
78150014,Esso Express,Esso Express,Esso Express,
17200008,Total Access,Total Access,,
52120002,Intermarché,,Groupement des Mousquetaires,
24120006,Intermarché,Intermarché,,
64510001,Intermarché,Intermarché,Groupement des Mousquetaires,
6400013,Esso Express,Esso Express,Esso,
12200005,Intermarché,Intermarché,Intermarché,
24170003,TotalEnergies,Total Energies,,
77230004,Intermarché,Intermarché,Groupement des Mousquetaires,
91410003,Intermarché,Intermarché,Groupement des Mousquetaires,
78990010,TotalEnergies,Total Access,Total,
78120012,TotalEnergies,Total,,
45330001,TotalEnergies,Total,,
58200002,Carrefour,Carrefour,,
89470001,Carrefour,Carrefour,Carrefour,
95400008,TotalEnergies,Total Access,,
77130008,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
62220001,Total,Station Total,Total,
62138002,Carrefour,Carrefour,,
73400001,Elan,Total Energies,,
2100011,TotalEnergies,Total Énergies,,
4500003,Intermarché,Intermarché,Groupement des Mousquetaires,
31200008,Esso,Esso,,
29000016,Casino,Casino,,
63490002,Carrefour Contact,Carrefour Contact,,
21500003,TotalEnergies,TotalEnergies,,
89160001,bi1,bi1,Bi1,
58300003,Agip,Agip,Garage Edelweiss,
58300001,Carrefour Market,Carrefour Market,Carrefour Market,
78590003,Système U,Station U,,
89250001,Avia,Avia,Avia,
83440002,TotalEnergies,Total Contact,,
41260001,Carrefour,Carrefour Market 24/24,Carrefour Market,
5400002,Super U,,,
57600002,Esso,Esso Express De Guise,,
